ARO_accession	Name	Lineage	Drug_name	PubChem_ID	Protein_accession	DNA_accession	Organism	Tax_ID
ARO:3003316	Escherichia coli parE conferring resistance to fluoroquinolones	ARO:3003316@ARO:0000023#ARO:0000023	enoxacin	3229	YP_491222.1	NC_007779	Escherichia coli str. K-12 substr. W3110	316407
ARO:3003316	Escherichia coli parE conferring resistance to fluoroquinolones	ARO:3003316@ARO:0000036#ARO:0000036	ciprofloxacin	2764	YP_491222.1	NC_007779	Escherichia coli str. K-12 substr. W3110	316407
ARO:3003316	Escherichia coli parE conferring resistance to fluoroquinolones	ARO:3003316@ARO:0000071#ARO:0000071	levofloxacin	149096	YP_491222.1	NC_007779	Escherichia coli str. K-12 substr. W3110	316407
ARO:3003316	Escherichia coli parE conferring resistance to fluoroquinolones	ARO:3003316@ARO:0000074#ARO:0000074	moxifloxacin	152946	YP_491222.1	NC_007779	Escherichia coli str. K-12 substr. W3110	316407
ARO:3003316	Escherichia coli parE conferring resistance to fluoroquinolones	ARO:3003316@ARO:3000659#ARO:3000659	gatifloxacin	5379	YP_491222.1	NC_007779	Escherichia coli str. K-12 substr. W3110	316407
ARO:3003316	Escherichia coli parE conferring resistance to fluoroquinolones	ARO:3003316@ARO:3000660#ARO:3000660	lomefloxacin	3948	YP_491222.1	NC_007779	Escherichia coli str. K-12 substr. W3110	316407
ARO:3003316	Escherichia coli parE conferring resistance to fluoroquinolones	ARO:3003316@ARO:3000661#ARO:3000661	nalidixic acid	4421	YP_491222.1	NC_007779	Escherichia coli str. K-12 substr. W3110	316407
ARO:3003316	Escherichia coli parE conferring resistance to fluoroquinolones	ARO:3003316@ARO:3000662#ARO:3000662	norfloxacin	4539	YP_491222.1	NC_007779	Escherichia coli str. K-12 substr. W3110	316407
ARO:3003316	Escherichia coli parE conferring resistance to fluoroquinolones	ARO:3003316@ARO:3000663#ARO:3000663	ofloxacin	4583	YP_491222.1	NC_007779	Escherichia coli str. K-12 substr. W3110	316407
ARO:3003316	Escherichia coli parE conferring resistance to fluoroquinolones	ARO:3003316@ARO:3000664#ARO:3000664	trovafloxacin	62959	YP_491222.1	NC_007779	Escherichia coli str. K-12 substr. W3110	316407
ARO:3003316	Escherichia coli parE conferring resistance to fluoroquinolones	ARO:3003316@ARO:3000665#ARO:3000665	grepafloxacin	72474	YP_491222.1	NC_007779	Escherichia coli str. K-12 substr. W3110	316407
ARO:3003316	Escherichia coli parE conferring resistance to fluoroquinolones	ARO:3003316@ARO:3000666#ARO:3000666	sparfloxacin	60464	YP_491222.1	NC_007779	Escherichia coli str. K-12 substr. W3110	316407
ARO:3003316	Escherichia coli parE conferring resistance to fluoroquinolones	ARO:3003316@ARO:3000762#ARO:3000762	pefloxacin	51081	YP_491222.1	NC_007779	Escherichia coli str. K-12 substr. W3110	316407
ARO:3003386	Escherichia coli folP with mutation conferring resistance to sulfonamides	ARO:3003386@ARO:3000324#ARO:3000324	sulfadiazine	5215	YP_491362.1	NC_007779	Escherichia coli str. K-12 substr. W3110	316407
ARO:3003386	Escherichia coli folP with mutation conferring resistance to sulfonamides	ARO:3003386@ARO:3000325#ARO:3000325	sulfadimidine	5327	YP_491362.1	NC_007779	Escherichia coli str. K-12 substr. W3110	316407
ARO:3003386	Escherichia coli folP with mutation conferring resistance to sulfonamides	ARO:3003386@ARO:3000327#ARO:3000327	sulfadoxine	17134	YP_491362.1	NC_007779	Escherichia coli str. K-12 substr. W3110	316407
ARO:3003386	Escherichia coli folP with mutation conferring resistance to sulfonamides	ARO:3003386@ARO:3000329#ARO:3000329	sulfamethoxazole	5329	YP_491362.1	NC_007779	Escherichia coli str. K-12 substr. W3110	316407
ARO:3003386	Escherichia coli folP with mutation conferring resistance to sulfonamides	ARO:3003386@ARO:3000330#ARO:3000330	sulfisoxazole	5344	YP_491362.1	NC_007779	Escherichia coli str. K-12 substr. W3110	316407
ARO:3003386	Escherichia coli folP with mutation conferring resistance to sulfonamides	ARO:3003386@ARO:3000683#ARO:3000683	sulfacetamide	5320	YP_491362.1	NC_007779	Escherichia coli str. K-12 substr. W3110	316407
ARO:3003386	Escherichia coli folP with mutation conferring resistance to sulfonamides	ARO:3003386@ARO:3000684#ARO:3000684	mafenide	3998	YP_491362.1	NC_007779	Escherichia coli str. K-12 substr. W3110	316407
ARO:3003386	Escherichia coli folP with mutation conferring resistance to sulfonamides	ARO:3003386@ARO:3000698#ARO:3000698	sulfasalazine	5359476	YP_491362.1	NC_007779	Escherichia coli str. K-12 substr. W3110	316407
ARO:3003386	Escherichia coli folP with mutation conferring resistance to sulfonamides	ARO:3003386@ARO:3000699#ARO:3000699	sulfamethizole	5328	YP_491362.1	NC_007779	Escherichia coli str. K-12 substr. W3110	316407
ARO:3003074	Staphylococcus aureus cls conferring resistance to daptomycin	ARO:3003074@ARO:0000068#ARO:0000068	daptomycin	16129688	YP_500802.1	NC_007795	Staphylococcus aureus subsp. aureus NCTC 8325	93061
ARO:3003917	Staphylococcus aureus menA with mutation conferring resistance to lysocin	ARO:3003917@ARO:3003915#ARO:3003915	Lysocin E	101904506	YP_499533.1	NC_007795.1	Staphylococcus aureus subsp. aureus NCTC 8325	93061
ARO:3003728	vanRI	ARO:3003728=ARO:3000574=ARO:3002905@ARO:0000028#ARO:0000028	vancomycin	44263901	WP_011461303	NC_007907	Desulfitobacterium hafniense Y51	138119
ARO:3003726	vanSI	ARO:3003726=ARO:3000071=ARO:3002905@ARO:0000028#ARO:0000028	vancomycin	44263901	WP_011461302.1	NC_007907.1	Desulfitobacterium hafniense Y51	138119
ARO:3003302	Bartonella bacilliformis gyrB conferring resistance to aminocoumarin	ARO:3003302@ARO:3000111#ARO:3000111	novobiocin	9346	WP_005768149.1	NC_008783	Bartonella bacilliformis KC583	360095
ARO:3003302	Bartonella bacilliformis gyrB conferring resistance to aminocoumarin	ARO:3003302@ARO:3000132#ARO:3000132	clorobiocin	73622	WP_005768149.1	NC_008783	Bartonella bacilliformis KC583	360095
ARO:3003302	Bartonella bacilliformis gyrB conferring resistance to aminocoumarin	ARO:3003302@ARO:3000150#ARO:3000150	coumermycin A1	11788085	WP_005768149.1	NC_008783	Bartonella bacilliformis KC583	360095
ARO:3004146	cfrC	ARO:3004146@ARO:3000385#ARO:3000385	chloramphenicol	5959	YP_001255356.1	NC_009495.1	Clostridium botulinum A str. ATCC 3502	413999
ARO:3004146	cfrC	ARO:3004146@ARO:3000461#ARO:3000461	florfenicol	114811	YP_001255356.1	NC_009495.1	Clostridium botulinum A str. ATCC 3502	413999
ARO:3003459	Mycobacterium tuberculosis gyrB mutant conferring resistance to fluoroquinolone	ARO:3003459@ARO:0000023#ARO:0000023	enoxacin	3229	CAA55486.1	NC_009525.1	Mycobacterium tuberculosis H37Ra	419947
ARO:3003459	Mycobacterium tuberculosis gyrB mutant conferring resistance to fluoroquinolone	ARO:3003459@ARO:0000071#ARO:0000071	levofloxacin	149096	CAA55486.1	NC_009525.1	Mycobacterium tuberculosis H37Ra	419947
ARO:3003459	Mycobacterium tuberculosis gyrB mutant conferring resistance to fluoroquinolone	ARO:3003459@ARO:0000074#ARO:0000074	moxifloxacin	152946	CAA55486.1	NC_009525.1	Mycobacterium tuberculosis H37Ra	419947
ARO:3003459	Mycobacterium tuberculosis gyrB mutant conferring resistance to fluoroquinolone	ARO:3003459@ARO:3000659#ARO:3000659	gatifloxacin	5379	CAA55486.1	NC_009525.1	Mycobacterium tuberculosis H37Ra	419947
ARO:3003459	Mycobacterium tuberculosis gyrB mutant conferring resistance to fluoroquinolone	ARO:3003459@ARO:3000660#ARO:3000660	lomefloxacin	3948	CAA55486.1	NC_009525.1	Mycobacterium tuberculosis H37Ra	419947
ARO:3003459	Mycobacterium tuberculosis gyrB mutant conferring resistance to fluoroquinolone	ARO:3003459@ARO:3000661#ARO:3000661	nalidixic acid	4421	CAA55486.1	NC_009525.1	Mycobacterium tuberculosis H37Ra	419947
ARO:3003459	Mycobacterium tuberculosis gyrB mutant conferring resistance to fluoroquinolone	ARO:3003459@ARO:3000662#ARO:3000662	norfloxacin	4539	CAA55486.1	NC_009525.1	Mycobacterium tuberculosis H37Ra	419947
ARO:3003459	Mycobacterium tuberculosis gyrB mutant conferring resistance to fluoroquinolone	ARO:3003459@ARO:3000663#ARO:3000663	ofloxacin	4583	CAA55486.1	NC_009525.1	Mycobacterium tuberculosis H37Ra	419947
ARO:3003459	Mycobacterium tuberculosis gyrB mutant conferring resistance to fluoroquinolone	ARO:3003459@ARO:3000664#ARO:3000664	trovafloxacin	62959	CAA55486.1	NC_009525.1	Mycobacterium tuberculosis H37Ra	419947
ARO:3003459	Mycobacterium tuberculosis gyrB mutant conferring resistance to fluoroquinolone	ARO:3003459@ARO:3000665#ARO:3000665	grepafloxacin	72474	CAA55486.1	NC_009525.1	Mycobacterium tuberculosis H37Ra	419947
ARO:3003459	Mycobacterium tuberculosis gyrB mutant conferring resistance to fluoroquinolone	ARO:3003459@ARO:3000666#ARO:3000666	sparfloxacin	60464	CAA55486.1	NC_009525.1	Mycobacterium tuberculosis H37Ra	419947
ARO:3003459	Mycobacterium tuberculosis gyrB mutant conferring resistance to fluoroquinolone	ARO:3003459@ARO:3000762#ARO:3000762	pefloxacin	51081	CAA55486.1	NC_009525.1	Mycobacterium tuberculosis H37Ra	419947
ARO:3000347	ErmA	ARO:3000347@ARO:0000006#ARO:0000006	erythromycin	12560	YP_001315192.1	NC_009632	Staphylococcus aureus subsp. aureus JH1	359787
ARO:3000347	ErmA	ARO:3000347@ARO:0000027#ARO:0000027	roxithromycin	5480431	YP_001315192.1	NC_009632	Staphylococcus aureus subsp. aureus JH1	359787
ARO:3000347	ErmA	ARO:3000347@ARO:0000046#ARO:0000046	lincomycin	9063	YP_001315192.1	NC_009632	Staphylococcus aureus subsp. aureus JH1	359787
ARO:3000347	ErmA	ARO:3000347@ARO:0000057#ARO:0000057	telithromycin	3002190	YP_001315192.1	NC_009632	Staphylococcus aureus subsp. aureus JH1	359787
ARO:3000347	ErmA	ARO:3000347@ARO:0000065#ARO:0000065	clarithromycin	84029	YP_001315192.1	NC_009632	Staphylococcus aureus subsp. aureus JH1	359787
ARO:3000347	ErmA	ARO:3000347@ARO:0000066#ARO:0000066	clindamycin	29029	YP_001315192.1	NC_009632	Staphylococcus aureus subsp. aureus JH1	359787
ARO:3000347	ErmA	ARO:3000347@ARO:3000145#ARO:3000145	tylosin	5280440	YP_001315192.1	NC_009632	Staphylococcus aureus subsp. aureus JH1	359787
ARO:3000347	ErmA	ARO:3000347@ARO:3000156#ARO:3000156	spiramycin	5289394	YP_001315192.1	NC_009632	Staphylococcus aureus subsp. aureus JH1	359787
ARO:3000347	ErmA	ARO:3000347@ARO:3000158#ARO:3000158	azithromycin	447043	YP_001315192.1	NC_009632	Staphylococcus aureus subsp. aureus JH1	359787
ARO:3000347	ErmA	ARO:3000347@ARO:3000176#ARO:3000176	dirithromycin	6473883	YP_001315192.1	NC_009632	Staphylococcus aureus subsp. aureus JH1	359787
ARO:3000347	ErmA	ARO:3000347@ARO:3000583#ARO:3000583	pristinamycin IA	14974	YP_001315192.1	NC_009632	Staphylococcus aureus subsp. aureus JH1	359787
ARO:3000347	ErmA	ARO:3000347@ARO:3000584#ARO:3000584	quinupristin	5388937	YP_001315192.1	NC_009632	Staphylococcus aureus subsp. aureus JH1	359787
ARO:3000347	ErmA	ARO:3000347@ARO:3000669#ARO:3000669	pristinamycin IIA	46936184	YP_001315192.1	NC_009632	Staphylococcus aureus subsp. aureus JH1	359787
ARO:3000347	ErmA	ARO:3000347@ARO:3000672#ARO:3000672	madumycin II	6441077	YP_001315192.1	NC_009632	Staphylococcus aureus subsp. aureus JH1	359787
ARO:3000347	ErmA	ARO:3000347@ARO:3000673#ARO:3000673	griseoviridin	6441064	YP_001315192.1	NC_009632	Staphylococcus aureus subsp. aureus JH1	359787
ARO:3000347	ErmA	ARO:3000347@ARO:3000674#ARO:3000674	dalfopristin	6435782	YP_001315192.1	NC_009632	Staphylococcus aureus subsp. aureus JH1	359787
ARO:3000347	ErmA	ARO:3000347@ARO:3000675#ARO:3000675	pristinamycin IB	443309	YP_001315192.1	NC_009632	Staphylococcus aureus subsp. aureus JH1	359787
ARO:3000347	ErmA	ARO:3000347@ARO:3000678#ARO:3000678	vernamycin B-gamma	443310	YP_001315192.1	NC_009632	Staphylococcus aureus subsp. aureus JH1	359787
ARO:3000347	ErmA	ARO:3000347@ARO:3000867#ARO:3000867	oleandomycin	19822	YP_001315192.1	NC_009632	Staphylococcus aureus subsp. aureus JH1	359787
ARO:3002814	clbA	ARO:3002814@ARO:0000046#ARO:0000046	lincomycin	9063	YP_001420189.1	NC_009725	Bacillus velezensis FZB42	326423
ARO:3002814	clbA	ARO:3002814@ARO:0000066#ARO:0000066	clindamycin	29029	YP_001420189.1	NC_009725	Bacillus velezensis FZB42	326423
ARO:3002814	clbA	ARO:3002814@ARO:0000072#ARO:0000072	linezolid	441401	YP_001420189.1	NC_009725	Bacillus velezensis FZB42	326423
ARO:3002814	clbA	ARO:3002814@ARO:3000382#ARO:3000382	azidamfenicol	62858	YP_001420189.1	NC_009725	Bacillus velezensis FZB42	326423
ARO:3002814	clbA	ARO:3002814@ARO:3000385#ARO:3000385	chloramphenicol	5959	YP_001420189.1	NC_009725	Bacillus velezensis FZB42	326423
ARO:3002814	clbA	ARO:3002814@ARO:3000456#ARO:3000456	thiamphenicol	27200	YP_001420189.1	NC_009725	Bacillus velezensis FZB42	326423
ARO:3002814	clbA	ARO:3002814@ARO:3000669#ARO:3000669	pristinamycin IIA	46936184	YP_001420189.1	NC_009725	Bacillus velezensis FZB42	326423
ARO:3002814	clbA	ARO:3002814@ARO:3000671#ARO:3000671	tiamulin	656958	YP_001420189.1	NC_009725	Bacillus velezensis FZB42	326423
ARO:3002814	clbA	ARO:3002814@ARO:3000672#ARO:3000672	madumycin II	6441077	YP_001420189.1	NC_009725	Bacillus velezensis FZB42	326423
ARO:3002814	clbA	ARO:3002814@ARO:3000673#ARO:3000673	griseoviridin	6441064	YP_001420189.1	NC_009725	Bacillus velezensis FZB42	326423
ARO:3002814	clbA	ARO:3002814@ARO:3000674#ARO:3000674	dalfopristin	6435782	YP_001420189.1	NC_009725	Bacillus velezensis FZB42	326423
ARO:3002601	aadA	ARO:3002601@ARO:0000039#ARO:0000039	spectinomycin	15541	YP_001715321.1	NC_010410	Acinetobacter baumannii AYE	509173
ARO:3002601	aadA	ARO:3002601@ARO:0000040#ARO:0000040	streptomycin	19649	YP_001715321.1	NC_010410	Acinetobacter baumannii AYE	509173
ARO:3000860	rmtB	ARO:3000860@ARO:0000007#ARO:0000007	dibekacin	3021	YP_001816610.1	NC_010558	Escherichia coli	562
ARO:3000860	rmtB	ARO:3000860@ARO:0000013#ARO:0000013	amikacin	37768	YP_001816610.1	NC_010558	Escherichia coli	562
ARO:3000860	rmtB	ARO:3000860@ARO:0000035#ARO:0000035	sisomicin	36119	YP_001816610.1	NC_010558	Escherichia coli	562
ARO:3000860	rmtB	ARO:3000860@ARO:0000038#ARO:0000038	netilmicin	41859	YP_001816610.1	NC_010558	Escherichia coli	562
ARO:3000860	rmtB	ARO:3000860@ARO:0000049#ARO:0000049	kanamycin A	6032	YP_001816610.1	NC_010558	Escherichia coli	562
ARO:3000860	rmtB	ARO:3000860@ARO:0000052#ARO:0000052	tobramycin	36294	YP_001816610.1	NC_010558	Escherichia coli	562
ARO:3000860	rmtB	ARO:3000860@ARO:3000652#ARO:3000652	isepamicin	3755	YP_001816610.1	NC_010558	Escherichia coli	562
ARO:3000860	rmtB	ARO:3000860@ARO:3000653#ARO:3000653	G418	123865	YP_001816610.1	NC_010558	Escherichia coli	562
ARO:3000860	rmtB	ARO:3000860@ARO:3000654#ARO:3000654	arbekacin	68682	YP_001816610.1	NC_010558	Escherichia coli	562
ARO:3000860	rmtB	ARO:3000860@ARO:3000655#ARO:3000655	gentamicin B	37569	YP_001816610.1	NC_010558	Escherichia coli	562
ARO:3003305	Ureaplasma urealyticum  gyrB conferring resistance to fluoroquinolone	ARO:3003305@ARO:0000023#ARO:0000023	enoxacin	3229	WP_004025678.1	NC_011374	Ureaplasma urealyticum serovar 10 str. ATCC 33699	565575
ARO:3003305	Ureaplasma urealyticum  gyrB conferring resistance to fluoroquinolone	ARO:3003305@ARO:0000036#ARO:0000036	ciprofloxacin	2764	WP_004025678.1	NC_011374	Ureaplasma urealyticum serovar 10 str. ATCC 33699	565575
ARO:3003305	Ureaplasma urealyticum  gyrB conferring resistance to fluoroquinolone	ARO:3003305@ARO:0000071#ARO:0000071	levofloxacin	149096	WP_004025678.1	NC_011374	Ureaplasma urealyticum serovar 10 str. ATCC 33699	565575
ARO:3003305	Ureaplasma urealyticum  gyrB conferring resistance to fluoroquinolone	ARO:3003305@ARO:0000074#ARO:0000074	moxifloxacin	152946	WP_004025678.1	NC_011374	Ureaplasma urealyticum serovar 10 str. ATCC 33699	565575
ARO:3003305	Ureaplasma urealyticum  gyrB conferring resistance to fluoroquinolone	ARO:3003305@ARO:3000659#ARO:3000659	gatifloxacin	5379	WP_004025678.1	NC_011374	Ureaplasma urealyticum serovar 10 str. ATCC 33699	565575
ARO:3003305	Ureaplasma urealyticum  gyrB conferring resistance to fluoroquinolone	ARO:3003305@ARO:3000660#ARO:3000660	lomefloxacin	3948	WP_004025678.1	NC_011374	Ureaplasma urealyticum serovar 10 str. ATCC 33699	565575
ARO:3003305	Ureaplasma urealyticum  gyrB conferring resistance to fluoroquinolone	ARO:3003305@ARO:3000661#ARO:3000661	nalidixic acid	4421	WP_004025678.1	NC_011374	Ureaplasma urealyticum serovar 10 str. ATCC 33699	565575
ARO:3003305	Ureaplasma urealyticum  gyrB conferring resistance to fluoroquinolone	ARO:3003305@ARO:3000662#ARO:3000662	norfloxacin	4539	WP_004025678.1	NC_011374	Ureaplasma urealyticum serovar 10 str. ATCC 33699	565575
ARO:3003305	Ureaplasma urealyticum  gyrB conferring resistance to fluoroquinolone	ARO:3003305@ARO:3000663#ARO:3000663	ofloxacin	4583	WP_004025678.1	NC_011374	Ureaplasma urealyticum serovar 10 str. ATCC 33699	565575
ARO:3003305	Ureaplasma urealyticum  gyrB conferring resistance to fluoroquinolone	ARO:3003305@ARO:3000664#ARO:3000664	trovafloxacin	62959	WP_004025678.1	NC_011374	Ureaplasma urealyticum serovar 10 str. ATCC 33699	565575
ARO:3003305	Ureaplasma urealyticum  gyrB conferring resistance to fluoroquinolone	ARO:3003305@ARO:3000665#ARO:3000665	grepafloxacin	72474	WP_004025678.1	NC_011374	Ureaplasma urealyticum serovar 10 str. ATCC 33699	565575
ARO:3003305	Ureaplasma urealyticum  gyrB conferring resistance to fluoroquinolone	ARO:3003305@ARO:3000666#ARO:3000666	sparfloxacin	60464	WP_004025678.1	NC_011374	Ureaplasma urealyticum serovar 10 str. ATCC 33699	565575
ARO:3003305	Ureaplasma urealyticum  gyrB conferring resistance to fluoroquinolone	ARO:3003305@ARO:3000762#ARO:3000762	pefloxacin	51081	WP_004025678.1	NC_011374	Ureaplasma urealyticum serovar 10 str. ATCC 33699	565575
ARO:3000774	adeA	ARO:3000774@ARO:0000030#ARO:0000030	tigecycline	5282044	YP_002325610.1	NC_011595	Acinetobacter baumannii AB307-0294	557600
ARO:3000775	adeB	ARO:3000775@ARO:0000030#ARO:0000030	tigecycline	5282044	YP_002325611.1	NC_011595	Acinetobacter baumannii AB307-0294	557600
ARO:3000616	mel	ARO:3000616@ARO:0000006#ARO:0000006	erythromycin	12560	YP_002743273.1	NC_012469	Streptococcus pneumoniae Taiwan19F-14	487213
ARO:3000616	mel	ARO:3000616@ARO:0000057#ARO:0000057	telithromycin	3002190	YP_002743273.1	NC_012469	Streptococcus pneumoniae Taiwan19F-14	487213
ARO:3002815	clbB	ARO:3002815@ARO:0000046#ARO:0000046	lincomycin	9063	YP_002773985.1	NC_012491	Brevibacillus brevis NBRC 100599	358681
ARO:3002815	clbB	ARO:3002815@ARO:0000066#ARO:0000066	clindamycin	29029	YP_002773985.1	NC_012491	Brevibacillus brevis NBRC 100599	358681
ARO:3002815	clbB	ARO:3002815@ARO:0000072#ARO:0000072	linezolid	441401	YP_002773985.1	NC_012491	Brevibacillus brevis NBRC 100599	358681
ARO:3002815	clbB	ARO:3002815@ARO:3000382#ARO:3000382	azidamfenicol	62858	YP_002773985.1	NC_012491	Brevibacillus brevis NBRC 100599	358681
ARO:3002815	clbB	ARO:3002815@ARO:3000385#ARO:3000385	chloramphenicol	5959	YP_002773985.1	NC_012491	Brevibacillus brevis NBRC 100599	358681
ARO:3002815	clbB	ARO:3002815@ARO:3000456#ARO:3000456	thiamphenicol	27200	YP_002773985.1	NC_012491	Brevibacillus brevis NBRC 100599	358681
ARO:3002815	clbB	ARO:3002815@ARO:3000669#ARO:3000669	pristinamycin IIA	46936184	YP_002773985.1	NC_012491	Brevibacillus brevis NBRC 100599	358681
ARO:3002815	clbB	ARO:3002815@ARO:3000671#ARO:3000671	tiamulin	656958	YP_002773985.1	NC_012491	Brevibacillus brevis NBRC 100599	358681
ARO:3002815	clbB	ARO:3002815@ARO:3000672#ARO:3000672	madumycin II	6441077	YP_002773985.1	NC_012491	Brevibacillus brevis NBRC 100599	358681
ARO:3002815	clbB	ARO:3002815@ARO:3000673#ARO:3000673	griseoviridin	6441064	YP_002773985.1	NC_012491	Brevibacillus brevis NBRC 100599	358681
ARO:3002815	clbB	ARO:3002815@ARO:3000674#ARO:3000674	dalfopristin	6435782	YP_002773985.1	NC_012491	Brevibacillus brevis NBRC 100599	358681
ARO:3003905	ANT(4')-Ib	ARO:3003905=ARO:3000229@ARO:0000005#ARO:0000005	neomycin	8378	YP_006938491.1	NC_013342.1	Staphylococcus aureus	1280
ARO:3003905	ANT(4')-Ib	ARO:3003905=ARO:3000229@ARO:0000021#ARO:0000021	ribostamycin	33042	YP_006938491.1	NC_013342.1	Staphylococcus aureus	1280
ARO:3003905	ANT(4')-Ib	ARO:3003905=ARO:3000229@ARO:0000049#ARO:0000049	kanamycin A	6032	YP_006938491.1	NC_013342.1	Staphylococcus aureus	1280
ARO:3003905	ANT(4')-Ib	ARO:3003905=ARO:3000229@ARO:0000052#ARO:0000052	tobramycin	36294	YP_006938491.1	NC_013342.1	Staphylococcus aureus	1280
ARO:3003905	ANT(4')-Ib	ARO:3003905=ARO:3000229@ARO:3000652#ARO:3000652	isepamicin	3755	YP_006938491.1	NC_013342.1	Staphylococcus aureus	1280
ARO:3003905	ANT(4')-Ib	ARO:3003905=ARO:3000229@ARO:3000653#ARO:3000653	G418	123865	YP_006938491.1	NC_013342.1	Staphylococcus aureus	1280
ARO:3003905	ANT(4')-Ib	ARO:3003905=ARO:3000229@ARO:3000655#ARO:3000655	gentamicin B	37569	YP_006938491.1	NC_013342.1	Staphylococcus aureus	1280
ARO:3003905	ANT(4')-Ib	ARO:3003905=ARO:3000229@ARO:3000657#ARO:3000657	paromomycin	165580	YP_006938491.1	NC_013342.1	Staphylococcus aureus	1280
ARO:3003907	cipA	ARO:3003907@ARO:0000046#ARO:0000046	lincomycin	9063	WP_015735625.1	NC_013406.1	Paenibacillus sp. Y412MC10	481743
ARO:3003907	cipA	ARO:3003907@ARO:0000066#ARO:0000066	clindamycin	29029	WP_015735625.1	NC_013406.1	Paenibacillus sp. Y412MC10	481743
ARO:3003907	cipA	ARO:3003907@ARO:0000072#ARO:0000072	linezolid	441401	WP_015735625.1	NC_013406.1	Paenibacillus sp. Y412MC10	481743
ARO:3003907	cipA	ARO:3003907@ARO:3000382#ARO:3000382	azidamfenicol	62858	WP_015735625.1	NC_013406.1	Paenibacillus sp. Y412MC10	481743
ARO:3003907	cipA	ARO:3003907@ARO:3000385#ARO:3000385	chloramphenicol	5959	WP_015735625.1	NC_013406.1	Paenibacillus sp. Y412MC10	481743
ARO:3003907	cipA	ARO:3003907@ARO:3000456#ARO:3000456	thiamphenicol	27200	WP_015735625.1	NC_013406.1	Paenibacillus sp. Y412MC10	481743
ARO:3003907	cipA	ARO:3003907@ARO:3000669#ARO:3000669	pristinamycin IIA	46936184	WP_015735625.1	NC_013406.1	Paenibacillus sp. Y412MC10	481743
ARO:3003907	cipA	ARO:3003907@ARO:3000671#ARO:3000671	tiamulin	656958	WP_015735625.1	NC_013406.1	Paenibacillus sp. Y412MC10	481743
ARO:3003907	cipA	ARO:3003907@ARO:3000672#ARO:3000672	madumycin II	6441077	WP_015735625.1	NC_013406.1	Paenibacillus sp. Y412MC10	481743
ARO:3003907	cipA	ARO:3003907@ARO:3000673#ARO:3000673	griseoviridin	6441064	WP_015735625.1	NC_013406.1	Paenibacillus sp. Y412MC10	481743
ARO:3003907	cipA	ARO:3003907@ARO:3000674#ARO:3000674	dalfopristin	6435782	WP_015735625.1	NC_013406.1	Paenibacillus sp. Y412MC10	481743
ARO:3000178	tet(K)	ARO:3000178@ARO:0000051#ARO:0000051	tetracycline	5497101	YP_003283625.1	NC_013452	Staphylococcus aureus subsp. aureus ED98	681288
ARO:3003730	Bifidobacteria intrinsic ileS conferring resistance to mupirocin	ARO:3003730@ARO:3000554#ARO:3000554	mupirocin	446596	YP_003971446	NC_014638	Bifidobacterium bifidum PRL2010	702459
ARO:3003953	hmrM	ARO:3003953@ARO:0000045#ARO:0000045	acriflavin	443101	WP_014550864.1	NC_017452.1	Haemophilus influenzae R2846	262727
ARO:3003953	hmrM	ARO:3003953@ARO:3000662#ARO:3000662	norfloxacin	4539	WP_014550864.1	NC_017452.1	Haemophilus influenzae R2846	262727
ARO:3003438	Enterococcus faecium EF-Tu mutants conferring resistance to GE2270A	ARO:3003438@ARO:3001237#ARO:3001237	GE2270A	16129640	YP_006374661.1	NC_017960.1	Enterococcus faecium DO	333849
ARO:3002676	catB3	ARO:3002676@ARO:3000382#ARO:3000382	azidamfenicol	62858	YP_006965431.1	NC_019368.1	Enterobacter cloacae	550
ARO:3002676	catB3	ARO:3002676@ARO:3000385#ARO:3000385	chloramphenicol	5959	YP_006965431.1	NC_019368.1	Enterobacter cloacae	550
ARO:3002676	catB3	ARO:3002676@ARO:3000456#ARO:3000456	thiamphenicol	27200	YP_006965431.1	NC_019368.1	Enterobacter cloacae	550
ARO:3002533	AAC(3)-IIa	ARO:3002533@ARO:0000052#ARO:0000052	tobramycin	36294	YP_007349693.1	NC_020088.1	Klebsiella pneumoniae	573
ARO:3002533	AAC(3)-IIa	ARO:3002533@ARO:3000655#ARO:3000655	gentamicin B	37569	YP_007349693.1	NC_020088.1	Klebsiella pneumoniae	573
ARO:3000165	tet(A)	ARO:3000165@ARO:0000051#ARO:0000051	tetracycline	5497101	YP_007503840.1	NC_020418	Morganella morganii subsp. morganii KT	1124991
ARO:3003306	Morganella morganii gyrB conferring resistance to fluoroquinolone	ARO:3003306@ARO:0000023#ARO:0000023	enoxacin	3229	YP_007503908.1	NC_020418	Morganella morganii subsp. morganii KT	1124991
ARO:3003306	Morganella morganii gyrB conferring resistance to fluoroquinolone	ARO:3003306@ARO:0000036#ARO:0000036	ciprofloxacin	2764	YP_007503908.1	NC_020418	Morganella morganii subsp. morganii KT	1124991
ARO:3003306	Morganella morganii gyrB conferring resistance to fluoroquinolone	ARO:3003306@ARO:0000071#ARO:0000071	levofloxacin	149096	YP_007503908.1	NC_020418	Morganella morganii subsp. morganii KT	1124991
ARO:3003306	Morganella morganii gyrB conferring resistance to fluoroquinolone	ARO:3003306@ARO:0000074#ARO:0000074	moxifloxacin	152946	YP_007503908.1	NC_020418	Morganella morganii subsp. morganii KT	1124991
ARO:3003306	Morganella morganii gyrB conferring resistance to fluoroquinolone	ARO:3003306@ARO:3000659#ARO:3000659	gatifloxacin	5379	YP_007503908.1	NC_020418	Morganella morganii subsp. morganii KT	1124991
